outlet,group,estimated_country,domain_country,basis,broad,both,only_pair,only_pair_specific,specific_kenya
capeandislands.org,Third country,US,,estimate_only,2,2,0,0,0
centralwesterndaily.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
cessnockadvertiser.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
channelstv.com,Third country,NI,,estimate_only,2,2,0,0,0
chimpreports.com,Third country,UG,,estimate_only,2,2,0,0,2
cidob.org,Third country,RS,,estimate_only,2,2,0,0,2
circleid.com,Third country,US,,estimate_only,2,2,0,0,0
clickondetroit.com,Third country,US,,estimate_only,2,2,0,0,1
clickorlando.com,Third country,US,,estimate_only,2,2,0,0,1
clintonherald.com,Third country,US,,estimate_only,2,2,0,0,2
cna.com.tw,Third country,TW,TW,estimate_domain_agree,2,2,2,2,2
cointelegraph.com,Third country,US,,estimate_only,2,2,0,0,0
coloradohometownweekly.com,Third country,US,,estimate_only,2,2,0,0,1
cretalive.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
curierulnational.ro,Third country,RO,RO,estimate_domain_agree,2,2,0,0,1
dailyadvertiser.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
dailyecho.co.uk,Third country,UK,UK,estimate_domain_agree,2,2,0,0,2
dailynews.co.tz,Third country,TZ,TZ,estimate_domain_agree,2,2,0,0,0
dailysabah.com,Third country,TU,,estimate_only,2,2,0,0,1
dailytrust.com,Third country,NI,,estimate_only,2,2,0,0,1
deccanchronicle.com,Third country,IN,,estimate_only,2,2,0,0,1
delawarepublic.org,Third country,US,,estimate_only,2,2,0,0,0
dungogchronicle.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
edaily.co.kr,Third country,KS,KS,estimate_domain_agree,2,2,0,0,0
edenmagnet.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
elfagr.org,Third country,EG,,estimate_only,2,2,0,0,1
em.com.br,Third country,BR,BR,estimate_domain_agree,2,2,0,0,0
esi-africa.com,Third country,SF,,estimate_only,2,2,0,0,0
euroweeklynews.com,Third country,SP,,estimate_only,2,2,0,0,1
eyeradio.org,Third country,OD,,estimate_only,2,2,0,0,1
fitzhugh.ca,Third country,CA,CA,estimate_domain_agree,2,2,0,0,2
forbes.com,Third country,US,,estimate_only,2,2,0,0,1
foreignaffairs.com,Third country,US,,estimate_only,2,2,0,0,0
francetvinfo.fr,Third country,FR,FR,estimate_domain_agree,2,2,0,0,0
gazeta.ua,Third country,UP,UP,estimate_domain_agree,2,2,0,0,0
ghanaweb.com,Third country,GH,,estimate_only,2,2,0,0,0
gjsentinel.com,Third country,US,,estimate_only,2,2,0,0,0
gleninnesexaminer.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
globalissues.org,Third country,US,,estimate_only,2,2,0,0,2
globalsecurity.org,Third country,US,,estimate_only,2,2,0,0,1
globenewswire.com,Third country,US,,estimate_only,2,2,0,0,0
gloucesteradvocate.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
goodmenproject.com,Third country,US,,estimate_only,2,2,0,0,0
goshennews.com,Third country,US,,estimate_only,2,2,0,0,2
greatlakesadvocate.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
hardenexpress.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
headforpoints.com,Third country,UK,,estimate_only,2,2,0,0,0
hepburnadvocate.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
hindustantimes.com,Third country,IN,,estimate_only,2,2,0,0,1
huffingtonpost.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
illawarramercury.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
indianexpress.com,Third country,IN,,estimate_only,2,2,0,0,2
infobae.com,Third country,MX,,estimate_only,2,2,0,0,0
infotel.ca,Third country,CA,CA,estimate_domain_agree,2,2,0,0,2
inverelltimes.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
ipsnews.net,Third country,US,,estimate_only,2,2,0,0,2
irrigator.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
issafrica.org,Third country,SF,,estimate_only,2,2,0,0,0
ivpressonline.com,Third country,US,,estimate_only,2,2,0,0,2
iz.ru,Third country,RS,RS,estimate_domain_agree,2,2,0,0,0
jacarandafm.com,Third country,SF,,estimate_only,2,2,0,0,0
joplinglobe.com,Third country,US,,estimate_only,2,2,0,0,2
kasu.org,Third country,US,,estimate_only,2,2,0,0,0
klcc.org,Third country,US,,estimate_only,2,2,0,0,0
knau.org,Third country,US,,estimate_only,2,2,0,0,0
koreatimes.co.kr,Third country,KS,KS,estimate_domain_agree,2,2,0,0,0
korrespondent.net,Third country,UP,,estimate_only,2,2,0,0,0
kp.ru,Third country,RS,RS,estimate_domain_agree,2,2,0,0,0
ksta.de,Third country,GM,GM,estimate_domain_agree,2,2,0,0,0
ktbs.com,Third country,US,,estimate_only,2,2,0,0,0
ktvz.com,Third country,US,,estimate_only,2,2,0,0,0
lasvegassun.com,Third country,US,,estimate_only,2,2,0,0,1
lbc.co.uk,Third country,UK,UK,estimate_domain_agree,2,2,0,0,2
lebanondemocrat.com,Third country,US,,estimate_only,2,2,0,0,0
lexpress.mu,Third country,MP,MP,estimate_domain_agree,2,2,0,0,0
lithgowmercury.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
local10.com,Third country,US,,estimate_only,2,2,0,0,1
lykavitos.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
macleayargus.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
mailtimes.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
maitlandmercury.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
mako.co.il,Third country,IS,IS,estimate_domain_agree,2,2,0,0,0
manningrivertimes.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
margaretrivermail.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
mediacongo.net,Third country,CG,,estimate_only,2,2,0,0,1
merimbulanewsweekly.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
metro.co.uk,Third country,UK,UK,estimate_domain_agree,2,2,0,0,2
mfa.gov.by,Third country,BO,BO,estimate_domain_agree,2,2,0,0,0
mg.co.za,Third country,SF,SF,estimate_domain_agree,2,2,0,0,0
mizzima.com,Third country,BM,,estimate_only,2,2,0,0,0
modernghana.com,Third country,GH,,estimate_only,2,2,0,0,1
mondaq.com,Third country,US,,estimate_only,2,2,0,0,0
moneycontrol.com,Third country,IN,,estimate_only,2,2,0,0,0
moreechampion.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
mtdemocrat.com,Third country,US,,estimate_only,2,2,0,0,0
mudgeeguardian.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
muscatinejournal.com,Third country,US,,estimate_only,2,2,0,0,2
muswellbrookchronicle.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
mykxlg.com,Third country,US,,estimate_only,2,2,0,0,1
mynorthwest.com,Third country,US,,estimate_only,2,2,0,0,1
nafpaktianews.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
naftemporiki.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,1
nairametrics.com,Third country,NI,,estimate_only,2,2,1,0,0
naroomanewsonline.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
narrominenewsonline.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
nationalaccordnewspaper.com,Third country,NI,,estimate_only,2,2,0,0,0
nbcconnecticut.com,Third country,US,,estimate_only,2,2,0,0,1
nbcnewyork.com,Third country,US,,estimate_only,2,2,0,0,1
nbcphiladelphia.com,Third country,US,,estimate_only,2,2,0,0,1
ndtv.com,Third country,IN,,estimate_only,2,2,0,0,0
newcastleherald.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
newdelhitimes.com,Third country,US,,estimate_only,2,2,0,0,1
newpost.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
news4jax.com,Third country,US,,estimate_only,2,2,0,0,1
newsbeast.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,1
newzealandstar.com,Third country,NZ,,estimate_only,2,2,0,0,1
northwestsignal.net,Third country,US,,estimate_only,2,2,0,0,0
northweststar.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
npr.org,Third country,US,,estimate_only,2,2,0,0,0
nrk.no,Third country,NO,NO,estimate_domain_agree,2,2,0,0,0
nvi.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
nynganobserver.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
oberonreview.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
offsite.com.cy,Third country,CY,CY,estimate_domain_agree,2,2,0,0,1
opinionnigeria.com,Third country,NI,,estimate_only,2,2,0,0,0
oskaloosa.com,Third country,US,,estimate_only,2,2,0,0,2
ottumwacourier.com,Third country,US,,estimate_only,2,2,0,0,2
pelop.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
philenews.com,Third country,CY,,estimate_only,2,2,0,0,0
phillytrib.com,Third country,US,,estimate_only,2,2,0,0,2
pmnewsnigeria.com,Third country,NI,,estimate_only,2,2,0,0,0
polity.org.za,Third country,SF,SF,estimate_domain_agree,2,2,0,0,1
portnews.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
portstephensexaminer.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
pressafrik.com,Third country,SG,,estimate_only,2,2,0,0,2
prokerala.com,Third country,IN,,estimate_only,2,2,0,0,1
propakistani.pk,Third country,PK,PK,estimate_domain_agree,2,2,0,0,0
queanbeyanage.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
railjournal.com,Third country,GM,,estimate_only,2,2,0,0,2
ramatoulaye.com,Third country,GV,,estimate_only,2,2,0,0,2
razon.com.mx,Third country,MX,MX,estimate_domain_agree,2,2,0,0,0
rbc.ua,Third country,UP,UP,estimate_domain_agree,2,2,0,0,0
real.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,1
record-eagle.com,Third country,US,,estimate_only,2,2,0,0,2
register-herald.com,Third country,US,,estimate_only,2,2,0,0,2
reliefweb.int,Third country,SY,,estimate_only,2,2,0,0,1
reporter.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
rnanews.com,Third country,RW,,estimate_only,2,2,0,0,1
saharareporters.com,Third country,NI,,estimate_only,2,2,0,0,0
sanfordherald.com,Third country,US,,estimate_only,2,2,0,0,0
santamariatimes.com,Third country,US,,estimate_only,2,2,0,0,2
sconeadvocate.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
scoop.co.nz,Third country,NZ,NZ,estimate_domain_agree,2,2,0,0,2
shfanews.net,Third country,IS,,estimate_only,2,2,0,0,0
singletonargus.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
siouxcityjournal.com,Third country,US,,estimate_only,2,2,0,0,2
skaipatras.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
sky.com,Third country,UK,,estimate_only,2,2,0,0,0
smdailyjournal.com,Third country,US,,estimate_only,2,2,0,0,2
smh.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
sofokleous10.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,1
sofrep.com,Third country,US,,estimate_only,2,2,0,0,0
southernhighlandnews.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
srilankasource.com,Third country,CE,,estimate_only,2,2,0,0,0
stalbertgazette.com,Third country,CA,,estimate_only,2,2,0,0,2
stawelltimes.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
sun-sentinel.com,Third country,US,,estimate_only,2,2,0,0,1
swissinfo.ch,Third country,SZ,SZ,estimate_domain_agree,2,2,0,0,1
tenterfieldstar.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
the-messenger.com,Third country,US,,estimate_only,2,2,0,0,2
theadvocate.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
thebftonline.com,Third country,GH,,estimate_only,2,2,0,0,0
thechronicle.com.gh,Third country,GH,GH,estimate_domain_agree,2,2,0,0,0
thedailystar.net,Third country,BG,,estimate_only,2,2,0,0,0
theepochtimes.com,Third country,US,,estimate_only,2,2,0,0,0
theglobeandmail.com,Third country,CA,,estimate_only,2,2,0,0,0
thehindubusinessline.com,Third country,IN,,estimate_only,2,2,0,0,0
theland.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
theleader.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
themarker.com,Third country,IS,,estimate_only,2,2,0,0,0
thenationalnews.com,Third country,UK,,estimate_only,2,2,0,0,1
thenewsnigeria.com.ng,Third country,NI,NI,estimate_domain_agree,2,2,0,0,0
thepaper.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,0
therural.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
thesun.my,Third country,,MY,domain_only,2,2,0,0,1
thesun.ng,Third country,,NI,domain_only,2,2,0,0,0
thetimestribune.com,Third country,US,,estimate_only,2,2,0,0,2
theweek.in,Third country,IN,IN,estimate_domain_agree,2,2,0,0,1
times-news.com,Third country,US,,estimate_only,2,2,0,0,2
tmcnet.com,Third country,US,,estimate_only,2,2,0,0,1
tovima.gr,Third country,GR,GR,estimate_domain_agree,2,2,0,0,1
ualrpublicradio.org,Third country,US,,estimate_only,2,2,0,0,0
ulladullatimes.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
uol.com.br,Third country,BR,BR,estimate_domain_agree,2,2,0,0,0
vanguardia.com.mx,Third country,MX,MX,estimate_domain_agree,2,2,0,0,0
vetogate.com,Third country,EG,,estimate_only,2,2,0,0,0
vindy.com,Third country,US,,estimate_only,2,2,0,0,2
waer.org,Third country,US,,estimate_only,2,2,0,0,0
wboc.com,Third country,US,,estimate_only,2,2,0,0,1
wcbe.org,Third country,US,,estimate_only,2,2,0,0,0
wnmufm.org,Third country,US,,estimate_only,2,2,0,0,0
worldathletics.org,Third country,US,,estimate_only,2,2,0,0,1
wri.org,Third country,US,,estimate_only,2,2,0,0,1
wsls.com,Third country,US,,estimate_only,2,2,0,0,1
wtop.com,Third country,US,,estimate_only,2,2,0,0,2
wwno.org,Third country,US,,estimate_only,2,2,0,0,0
yam.com,Third country,TW,,estimate_only,2,2,0,0,0
yasstribune.com.au,Third country,AS,AS,estimate_domain_agree,2,2,0,0,0
youralaskalink.com,Third country,US,,estimate_only,2,2,0,0,0
ypradio.org,Third country,US,,estimate_only,2,2,0,0,0
yumasun.com,Third country,US,,estimate_only,2,2,0,0,2
1017chuckfm.com,Third country,US,,estimate_only,1,1,0,0,1
1037qcountry.com,Third country,US,,estimate_only,1,1,0,0,1
1061thecorner.com,Third country,US,,estimate_only,1,1,0,0,1
11alive.com,Third country,US,,estimate_only,1,1,0,0,1
1370wfea.com,Third country,US,,estimate_only,1,1,0,0,1
13wham.com,Third country,US,,estimate_only,1,1,0,0,1
24-ore.com,Third country,AL,,estimate_only,1,1,0,0,0
247wallst.com,Third country,US,,estimate_only,1,1,0,0,0
365.com.mk,Third country,MK,MK,estimate_domain_agree,1,1,0,0,0
3wv.com,Third country,US,,estimate_only,1,1,0,0,1
76crimes.com,Third country,UG,,estimate_only,1,1,0,0,1
902.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,1
969wsig.com,Third country,US,,estimate_only,1,1,0,0,1
981theriver.com,Third country,US,,estimate_only,1,1,0,0,1
987wink.com,Third country,US,,estimate_only,1,1,0,0,1
9news.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
abbynews.com,Third country,CA,,estimate_only,1,1,0,0,1
abc.com.py,Third country,PA,PA,estimate_domain_agree,1,1,0,0,0
abc.net.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
abnews.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
actualno.com,Third country,BU,,estimate_only,1,1,0,0,0
adnkronos.com,Third country,IT,,estimate_only,1,1,0,0,0
africacenter.org,Third country,NI,,estimate_only,1,1,0,0,0
africanexaminer.com,Third country,NI,,estimate_only,1,1,0,0,0
africapractice.com,Third country,SF,,estimate_only,1,1,0,0,1
afrik.com,Third country,FR,,estimate_only,1,1,0,0,0
afriquesenlutte.org,Third country,FR,,estimate_only,1,1,0,0,1
afro.com,Third country,US,,estimate_only,1,1,0,0,1
agassizharrisonobserver.com,Third country,CA,,estimate_only,1,1,0,0,1
agri-pulse.com,Third country,US,,estimate_only,1,1,0,0,0
airdriecityview.com,Third country,CA,,estimate_only,1,1,0,0,1
aixmi-news.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
ajc.com,Third country,US,,estimate_only,1,1,0,0,1
al-sharq.com,Third country,QA,,estimate_only,1,1,0,0,0
alahalygate.com,Third country,EG,,estimate_only,1,1,0,0,1
albeu.com,Third country,AL,,estimate_only,1,1,0,0,0
aldergrovestar.com,Third country,CA,,estimate_only,1,1,0,0,1
aletihad.ae,Third country,,AE,domain_only,1,1,0,0,1
alkhabarnow.net,Third country,YM,,estimate_only,1,1,0,0,0
allkharkov.ua,Third country,UP,UP,estimate_domain_agree,1,1,0,0,0
almasryalyoum.com,Third country,EG,,estimate_only,1,1,0,0,1
almontasaf.net,Third country,YM,,estimate_only,1,1,0,0,0
alo.rs,Third country,RI,RI,estimate_domain_agree,1,1,0,0,0
alphatv.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
altaghyeer.info,Third country,SU,,estimate_only,1,1,0,0,0
altenergymag.com,Third country,US,,estimate_only,1,1,0,0,0
altoonamirror.com,Third country,US,,estimate_only,1,1,0,0,1
alwasat.ly,Third country,LY,LY,estimate_domain_agree,1,1,0,0,0
ammonnews.net,Third country,JO,,estimate_only,1,1,0,0,0
amsterdamnews.com,Third country,US,,estimate_only,1,1,0,0,1
anbaaonline.com,Third country,LE,,estimate_only,1,1,0,0,1
andoveradvertiser.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
aninews.in,Third country,IN,IN,estimate_domain_agree,1,1,0,0,0
anlatilaninotesi.com.tr,Third country,,TU,domain_only,1,1,0,0,0
annabaa.org,Third country,IZ,,estimate_only,1,1,0,0,1
apanews.net,Third country,IV,,estimate_only,1,1,0,0,1
arabnews.com,Third country,SA,,estimate_only,1,1,0,0,0
arabstoday.net,Third country,SY,,estimate_only,1,1,0,0,0
argumenti.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
asianimage.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
asiatoday.co.kr,Third country,KS,KS,estimate_domain_agree,1,1,0,0,0
aspenpublicradio.org,Third country,US,,estimate_only,1,1,0,0,0
athens-times.com,Third country,GR,,estimate_only,1,1,0,0,0
atlanticcouncil.org,Third country,US,,estimate_only,1,1,0,0,0
authorityngr.com,Third country,NI,,estimate_only,1,1,1,1,1
azertag.az,Third country,AJ,AJ,estimate_domain_agree,1,1,0,0,0
baltimoresun.com,Third country,US,,estimate_only,1,1,0,0,0
bangordailynews.com,Third country,US,,estimate_only,1,1,0,0,1
banker.bg,Third country,BU,BU,estimate_domain_agree,1,1,0,0,0
bankingnews.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
banksnews.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
bankwars.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
barrigaverde.net,Third country,US,,estimate_only,1,1,0,0,0
barryanddistrictnews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
basingstokegazette.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
bd-pratidin.com,Third country,BG,,estimate_only,1,1,0,0,0
bdnews24.com,Third country,BG,,estimate_only,1,1,0,0,1
bear953.com,Third country,US,,estimate_only,1,1,0,0,1
beaver1003.com,Third country,US,,estimate_only,1,1,0,0,1
bellanaija.com,Third country,NI,,estimate_only,1,1,0,0,0
bernama.com,Third country,MY,,estimate_only,1,1,0,0,0
bgnes.bg,Third country,,BU,domain_only,1,1,0,0,1
bgr.com,Third country,US,,estimate_only,1,1,0,0,0
bicesteradvertiser.net,Third country,UK,,estimate_only,1,1,0,0,1
bigmir.net,Third country,UP,,estimate_only,1,1,0,0,0
bilkulonline.com,Third country,IN,,estimate_only,1,1,0,0,0
birminghammail.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
biznews.com,Third country,SF,,estimate_only,1,1,0,0,0
blackseanews.net,Third country,UP,,estimate_only,1,1,0,0,0
bloomberg.com,Third country,US,,estimate_only,1,1,0,0,0
bonde.com.br,Third country,BR,BR,estimate_domain_agree,1,1,0,0,0
bordertelegraph.com,Third country,UK,,estimate_only,1,1,0,0,1
borehamwoodtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
bostonglobe.com,Third country,US,,estimate_only,1,1,0,0,0
bostonherald.com,Third country,US,,estimate_only,1,1,0,0,0
bracknellnews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
braintreeandwithamtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
bramptonguardian.com,Third country,CA,,estimate_only,1,1,0,0,0
bransontrilakesnews.com,Third country,US,,estimate_only,1,1,0,0,0
breakingnews.ie,Third country,EI,EI,estimate_domain_agree,1,1,0,0,1
breitbart.com,Third country,US,,estimate_only,1,1,0,0,0
brentwoodlive.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
bridgwatermercury.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
brisbanetimes.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
bristolpost.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
bromsgroveadvertiser.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
bucksfreepress.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
burnhamandhighbridgeweeklynews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
burytimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
businessnews.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
bworldonline.com,Third country,RP,,estimate_only,1,1,0,0,0
cadillacnews.com,Third country,US,,estimate_only,1,1,0,0,0
calcalist.co.il,Third country,IS,IS,estimate_domain_agree,1,1,0,0,0
caledoniacourier.com,Third country,CA,,estimate_only,1,1,0,0,1
cameroon-concord.com,Third country,CM,,estimate_only,1,1,0,0,0
campbellrivermirror.com,Third country,CA,,estimate_only,1,1,0,0,1
canadafreepress.com,Third country,US,,estimate_only,1,1,0,0,0
canberratimes.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
canoncitydailyrecord.com,Third country,US,,estimate_only,1,1,0,0,0
capitalgazette.com,Third country,US,,estimate_only,1,1,0,0,0
carnegieendowment.org,Third country,US,,estimate_only,1,1,0,0,0
cecildaily.com,Third country,US,,estimate_only,1,1,0,0,1
centralmaine.com,Third country,US,,estimate_only,1,1,0,0,0
centreforaviation.com,Third country,US,,estimate_only,1,1,0,0,0
ceskatelevize.cz,Third country,EZ,EZ,estimate_domain_agree,1,1,0,0,0
cfr.org,Third country,US,,estimate_only,1,1,0,0,0
championat.com,Third country,RS,,estimate_only,1,1,0,0,0
channelafrica.co.za,Third country,SF,SF,estimate_domain_agree,1,1,0,0,0
chardandilminsternews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
charentelibre.fr,Third country,FR,FR,estimate_domain_agree,1,1,0,0,0
chesterstandard.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
chiangraitimes.com,Third country,TH,,estimate_only,1,1,0,0,0
christiandaily.com,Third country,US,,estimate_only,1,1,0,0,1
chronicle.co.zw,Third country,ZI,ZI,estimate_domain_agree,1,1,0,0,1
chroniclejournal.com,Third country,CA,,estimate_only,1,1,0,0,1
cio.com,Third country,US,,estimate_only,1,1,0,0,0
citizen.co.za,Third country,SF,SF,estimate_domain_agree,1,1,0,0,0
citynews.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
clactonandfrintongazette.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
clearwatertimes.com,Third country,CA,,estimate_only,1,1,0,0,1
click2houston.com,Third country,US,,estimate_only,1,1,0,0,1
cloverdalereporter.com,Third country,CA,,estimate_only,1,1,0,0,1
clydebankpost.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
cnbc.com,Third country,US,,estimate_only,1,1,0,0,0
coast931.com,Third country,US,,estimate_only,1,1,0,0,1
coastreporter.net,Third country,CA,,estimate_only,1,1,0,0,1
comoxvalleyrecord.com,Third country,CA,,estimate_only,1,1,0,0,1
cootamundraherald.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
correiobraziliense.com.br,Third country,BR,BR,estimate_domain_agree,1,1,0,0,0
correiodopovo.com.br,Third country,BR,BR,estimate_domain_agree,1,1,0,0,1
cosmosmagazine.com,Third country,AS,,estimate_only,1,1,0,0,0
cotswoldjournal.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
countercurrents.org,Third country,IN,,estimate_only,1,1,0,0,1
counterpunch.org,Third country,US,,estimate_only,1,1,0,0,0
countypress.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
countytimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
courant.com,Third country,US,,estimate_only,1,1,0,0,0
courrierfrontenac.qc.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
cowichanvalleycitizen.com,Third country,CA,,estimate_only,1,1,0,0,1
cranbrooktownsman.com,Third country,CA,,estimate_only,1,1,0,0,1
cravenherald.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
crikey.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
crn.com,Third country,US,,estimate_only,1,1,0,0,0
dagsavisen.no,Third country,NO,NO,estimate_domain_agree,1,1,0,0,0
dailybreeze.com,Third country,US,,estimate_only,1,1,0,0,0
dailybulletin.com,Third country,US,,estimate_only,1,1,0,0,0
dailyindependent.com,Third country,US,,estimate_only,1,1,0,0,1
dailyinterlake.com,Third country,US,,estimate_only,1,1,0,0,1
dailynews.co.th,Third country,TH,TH,estimate_domain_agree,1,1,0,0,0
dailytimes.com,Third country,US,,estimate_only,1,1,0,0,1
dan.co.me,Third country,MJ,MJ,estimate_domain_agree,1,1,0,0,0
darlingtonandstocktontimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
day.az,Third country,AJ,AJ,estimate_domain_agree,1,1,0,0,0
daytondailynews.com,Third country,US,,estimate_only,1,1,0,0,1
decaturdaily.com,Third country,US,,estimate_only,1,1,0,0,1
defenceweb.co.za,Third country,SF,SF,estimate_domain_agree,1,1,0,0,0
delcotimes.com,Third country,US,,estimate_only,1,1,0,0,0
delfi.lt,Third country,LH,LH,estimate_domain_agree,1,1,0,0,0
denbighshirefreepress.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
denikreferendum.cz,Third country,EZ,EZ,estimate_domain_agree,1,1,0,0,0
dennikn.sk,Third country,LO,LO,estimate_domain_agree,1,1,0,0,0
denverpost.com,Third country,US,,estimate_only,1,1,0,0,1
devdiscourse.com,Third country,US,,estimate_only,1,1,0,0,0
dewereldmorgen.be,Third country,BE,BE,estimate_domain_agree,1,1,0,0,0
diariolibre.com,Third country,US,,estimate_only,1,1,0,0,0
