outlet,group,estimated_country,domain_country,basis,broad,both,only_pair,only_pair_specific,specific_kenya
oireachtas.ie,Third country,EI,EI,estimate_domain_agree,1,1,0,0,1
oklahomacitysun.com,Third country,US,,estimate_only,1,1,0,0,0
ominecaexpress.com,Third country,CA,,estimate_only,1,1,0,0,1
onlinekhabar.com,Third country,NP,,estimate_only,1,1,0,0,1
opednews.com,Third country,US,,estimate_only,1,1,0,0,1
opendemocracy.net,Third country,UK,,estimate_only,1,1,0,0,0
openpr.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
opinion.al,Third country,,AL,domain_only,1,1,0,0,0
opportunitiesforafricans.com,Third country,NI,,estimate_only,1,1,0,0,0
orlandosentinel.com,Third country,US,,estimate_only,1,1,0,0,0
ovb-online.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
oxfordmail.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
padovanews.it,Third country,IT,IT,estimate_domain_agree,1,1,0,0,0
pakasiatimes.com,Third country,PK,,estimate_only,1,1,0,0,0
panamaamerica.com.pa,Third country,PM,PM,estimate_domain_agree,1,1,0,0,0
pasadenastarnews.com,Third country,US,,estimate_only,1,1,0,0,0
paultan.org,Third country,MY,,estimate_only,1,1,0,0,0
pb.pl,Third country,PL,PL,estimate_domain_agree,1,1,0,0,0
pcnen.com,Third country,MJ,,estimate_only,1,1,0,0,0
peacearchnews.com,Third country,CA,,estimate_only,1,1,0,0,1
peeblesshirenews.com,Third country,UK,,estimate_only,1,1,0,0,1
penarthtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
peru21.pe,Third country,PE,PE,estimate_domain_agree,1,1,0,0,0
philstar.com,Third country,RP,,estimate_only,1,1,0,0,0
phnompenhpost.com,Third country,CB,,estimate_only,1,1,0,0,0
piatafinanciara.ro,Third country,RO,RO,estimate_domain_agree,1,1,0,0,0
pitchfork.com,Third country,US,,estimate_only,1,1,0,0,0
planoinformativo.com,Third country,MX,,estimate_only,1,1,0,0,0
popspoken.com,Third country,SN,,estimate_only,1,1,0,0,0
portfolio.hu,Third country,HU,HU,estimate_domain_agree,1,1,0,0,0
postregister.com,Third country,US,,estimate_only,1,1,0,0,1
pqbnews.com,Third country,CA,,estimate_only,1,1,0,0,1
prescottenews.com,Third country,US,,estimate_only,1,1,0,0,1
pressenza.com,Third country,US,,estimate_only,1,1,0,0,0
pressherald.com,Third country,US,,estimate_only,1,1,0,0,0
presstelegram.com,Third country,US,,estimate_only,1,1,0,0,0
prpeak.com,Third country,CA,,estimate_only,1,1,0,0,1
publico.es,Third country,SP,SP,estimate_domain_agree,1,1,0,0,0
publicradioeast.org,Third country,US,,estimate_only,1,1,0,0,0
pulse.com.gh,Third country,GH,GH,estimate_domain_agree,1,1,0,0,0
punjabkesari.in,Third country,IN,IN,estimate_domain_agree,1,1,0,0,0
q101online.com,Third country,US,,estimate_only,1,1,0,0,1
q108.com,Third country,US,,estimate_only,1,1,0,0,1
qaranimo.com,Third country,SO,,estimate_only,1,1,0,0,0
quesnelobserver.com,Third country,CA,,estimate_only,1,1,0,0,1
quotidiano.net,Third country,IT,,estimate_only,1,1,0,0,0
radiofarda.com,Third country,IR,,estimate_only,1,1,0,0,1
radiolasithi.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
radiookapi.net,Third country,CG,,estimate_only,1,1,0,0,1
railwaygazette.com,Third country,UK,,estimate_only,1,1,0,0,0
rappler.com,Third country,RP,,estimate_only,1,1,0,0,0
rashtriyakhabar.com,Third country,IN,,estimate_only,1,1,0,0,0
rbc.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,1
readingchronicle.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
record.com.mx,Third country,MX,MX,estimate_domain_agree,1,1,0,0,0
recorderonline.com,Third country,US,,estimate_only,1,1,0,0,1
redditchadvertiser.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
regnum.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
renews.biz,Third country,UK,,estimate_only,1,1,0,0,0
resilience.org,Third country,US,,estimate_only,1,1,0,0,0
respublika.lt,Third country,LH,LH,estimate_domain_agree,1,1,0,0,1
rewind1051.com,Third country,US,,estimate_only,1,1,0,0,1
rewind943.com,Third country,US,,estimate_only,1,1,0,0,1
rfi.fr,Third country,FR,FR,estimate_domain_agree,1,1,0,0,1
rg.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
rhyljournal.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
rhythmsmonthly.com,Third country,TW,,estimate_only,1,1,0,0,0
richmondandtwickenhamtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
richmondregister.com,Third country,US,,estimate_only,1,1,0,0,1
rionegro.com.ar,Third country,AR,AR,estimate_domain_agree,1,1,0,0,0
riotimesonline.com,Third country,BR,,estimate_only,1,1,0,0,0
rnz.co.nz,Third country,NZ,NZ,estimate_domain_agree,1,1,0,0,0
rock102.com,Third country,US,,estimate_only,1,1,0,0,1
rodiaki.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
rogerebert.com,Third country,US,,estimate_only,1,1,0,0,1
ross-shirejournal.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
rtcg.me,Third country,MJ,MJ,estimate_domain_agree,1,1,0,0,0
runcornandwidnesworld.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
runews24.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
runwaygirlnetwork.com,Third country,US,,estimate_only,1,1,0,0,0
sabah.com.tr,Third country,TU,TU,estimate_domain_agree,1,1,0,0,1
sachalayatan.com,Third country,BG,,estimate_only,1,1,0,0,0
saipantribune.com,Third country,US,,estimate_only,1,1,0,0,0
salisburyjournal.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
sandiegosun.com,Third country,US,,estimate_only,1,1,0,0,0
sandiegouniontribune.com,Third country,US,,estimate_only,1,1,0,0,0
saobserver.net,Third country,CA,,estimate_only,1,1,0,0,1
sbsun.com,Third country,US,,estimate_only,1,1,0,0,0
scientificamerican.com,Third country,US,,estimate_only,1,1,0,0,0
scroll.in,Third country,IN,IN,estimate_domain_agree,1,1,0,0,1
securitycouncilreport.org,Third country,SU,,estimate_only,1,1,0,0,1
segye.com,Third country,KS,,estimate_only,1,1,0,0,0
semissourian.com,Third country,US,,estimate_only,1,1,0,0,1
sevastopol.su,Third country,UP,,estimate_only,1,1,0,0,0
sgvtribune.com,Third country,US,,estimate_only,1,1,0,0,0
skepticalscience.com,Third country,US,,estimate_only,1,1,0,0,1
skift.com,Third country,US,,estimate_only,1,1,0,0,1
slate.fr,Third country,FR,FR,estimate_domain_agree,1,1,0,0,0
sme.sk,Third country,LO,LO,estimate_domain_agree,1,1,0,0,0
socialistalternative.org,Third country,US,,estimate_only,1,1,0,0,0
somalilandsun.com,Third country,SO,,estimate_only,1,1,0,0,0
somersetcountygazette.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
sookenewsmirror.com,Third country,CA,,estimate_only,1,1,0,0,1
sott.net,Third country,US,,estimate_only,1,1,0,0,0
southcarolinapublicradio.org,Third country,US,,estimate_only,1,1,0,0,0
southcoastregister.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
southwalesargus.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
southwalesguardian.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
space.com,Third country,US,,estimate_only,1,1,0,0,1
spacedaily.com,Third country,US,,estimate_only,1,1,0,0,1
spektrum.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
spiegel.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,1
spokanepublicradio.org,Third country,US,,estimate_only,1,1,0,0,0
spokesman.com,Third country,US,,estimate_only,1,1,0,0,0
sprudge.com,Third country,US,,estimate_only,1,1,0,0,0
sputnikportal.rs,Third country,,RI,domain_only,1,1,0,0,0
stabroeknews.com,Third country,GY,,estimate_only,1,1,0,0,0
stalbansreview.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
standard.net.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
standardspeaker.com,Third country,US,,estimate_only,1,1,0,0,0
stanradar.com,Third country,RS,,estimate_only,1,1,0,0,0
star1025.com,Third country,US,,estimate_only,1,1,0,0,1
star997.com,Third country,US,,estimate_only,1,1,0,0,1
stattimes.com,Third country,US,,estimate_only,1,1,0,0,0
stcatharinesstandard.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
sthelensstar.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
stimson.org,Third country,US,,estimate_only,1,1,0,0,0
stiripesurse.ro,Third country,RO,RO,estimate_domain_agree,1,1,0,0,0
stourbridgenews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
stripes.com,Third country,US,,estimate_only,1,1,0,0,0
stroudnewsandjournal.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
sueddeutsche.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
suedtirolnews.it,Third country,IT,IT,estimate_domain_agree,1,1,0,0,0
sunny95.com,Third country,US,,estimate_only,1,1,0,0,1
sunnykeene.com,Third country,US,,estimate_only,1,1,0,0,1
surinametimes.com,Third country,NS,,estimate_only,1,1,0,0,0
surreycomet.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
sverigesradio.se,Third country,SW,SW,estimate_domain_agree,1,1,0,0,0
swindonadvertiser.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
t24.com.tr,Third country,TU,TU,estimate_domain_agree,1,1,0,0,0
ta3.com,Third country,LO,,estimate_only,1,1,0,0,0
taipeitimes.com,Third country,TW,,estimate_only,1,1,0,0,0
taiwannews.com.tw,Third country,TW,TW,estimate_domain_agree,1,1,0,0,0
taxydromos.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
taz.de,Third country,GM,GM,estimate_domain_agree,1,1,1,0,0
tazabek.kg,Third country,KG,KG,estimate_domain_agree,1,1,0,0,0
tdtnews.com,Third country,US,,estimate_only,1,1,0,0,1
techcrunch.com,Third country,US,,estimate_only,1,1,0,0,0
techrepublic.com,Third country,US,,estimate_only,1,1,0,0,0
telemundoatlanta.com,Third country,US,,estimate_only,1,1,0,0,0
teraz.sk,Third country,LO,LO,estimate_domain_agree,1,1,0,0,1
terracestandard.com,Third country,CA,,estimate_only,1,1,0,0,1
texarkanagazette.com,Third country,US,,estimate_only,1,1,0,0,1
thaipbs.or.th,Third country,TH,TH,estimate_domain_agree,1,1,0,0,0
theafricangourmet.com,Third country,RW,,estimate_only,1,1,0,0,1
theage.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
thealabamabaptist.org,Third country,US,,estimate_only,1,1,0,0,0
thearabtribune.com,Third country,US,,estimate_only,1,1,0,0,0
theargus.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
thebest.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
theboltonnews.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
theborneopost.com,Third country,MY,,estimate_only,1,1,1,1,1
thecitizen.co.tz,Third country,TZ,TZ,estimate_domain_agree,1,1,0,0,0
theconversation.com,Third country,AS,,estimate_only,1,1,0,0,1
thecourier.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
thedickinsonpress.com,Third country,US,,estimate_only,1,1,0,0,0
thedigitalcourier.com,Third country,US,,estimate_only,1,1,0,0,0
theeagleonline.com.ng,Third country,NI,NI,estimate_domain_agree,1,1,0,0,0
thefox1049.com,Third country,US,,estimate_only,1,1,0,0,1
thefreepress.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
thehimalayantimes.com,Third country,NP,,estimate_only,1,1,0,0,1
theifp.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,0
themilitant.com,Third country,US,,estimate_only,1,1,0,0,0
thenationonlineng.net,Third country,NI,,estimate_only,1,1,0,0,1
thenewslens.com,Third country,TW,,estimate_only,1,1,0,0,0
thenextweb.com,Third country,US,,estimate_only,1,1,0,0,0
thenightly.com.au,Third country,,AS,domain_only,1,1,0,0,0
thenorthernecho.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
thephuketnews.com,Third country,TH,,estimate_only,1,1,0,0,0
thepoint.gm,Third country,GA,GA,estimate_domain_agree,1,1,0,0,1
theprogress.com,Third country,CA,,estimate_only,1,1,0,0,1
thereminder.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
therepublic.com,Third country,US,,estimate_only,1,1,0,0,1
thesierraleonetelegraph.com,Third country,SL,,estimate_only,1,1,0,0,0
thesouthafrican.com,Third country,SF,,estimate_only,1,1,0,0,0
thespec.com,Third country,CA,,estimate_only,1,1,0,0,1
thestandard.co.zw,Third country,ZI,ZI,estimate_domain_agree,1,1,0,0,0
thestatesman.com,Third country,IN,,estimate_only,1,1,0,0,0
thetimes-tribune.com,Third country,US,,estimate_only,1,1,0,0,0
thetottenhamindependent.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
thevoiceslu.com,Third country,ST,,estimate_only,1,1,0,0,0
theweek.com,Third country,US,,estimate_only,1,1,0,0,0
thewesterlysun.com,Third country,US,,estimate_only,1,1,0,0,1
thewestmorlandgazette.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
thewestonmercury.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
theworldfolio.com,Third country,JA,,estimate_only,1,1,0,0,0
thezimbabwemail.com,Third country,ZI,,estimate_only,1,1,0,0,0
thisislocallondon.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
thisiswiltshire.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
thompsoncitizen.net,Third country,CA,,estimate_only,1,1,0,0,1
thueringer-allgemeine.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
time.kz,Third country,KZ,KZ,estimate_domain_agree,1,1,0,0,0
timeout.com,Third country,UK,,estimate_only,1,1,0,0,0
times-series.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
times.co.sz,Third country,WZ,WZ,estimate_domain_agree,1,1,0,0,0
timescall.com,Third country,US,,estimate_only,1,1,0,0,0
timesfreepress.com,Third country,US,,estimate_only,1,1,0,0,1
timesheraldonline.com,Third country,US,,estimate_only,1,1,0,0,0
timesleaderonline.com,Third country,US,,estimate_only,1,1,0,0,1
timeslive.co.za,Third country,SF,SF,estimate_domain_agree,1,1,0,0,0
timesofearth.com,Third country,SY,,estimate_only,1,1,0,0,0
tivysideadvertiser.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
tlz.de,Third country,GM,GM,estimate_domain_agree,1,1,0,0,0
tnbiz.cz,Third country,EZ,EZ,estimate_domain_agree,1,1,1,0,0
tnnthailand.com,Third country,SP,,estimate_only,1,1,1,0,0
topontiki.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
toronto.com,Third country,CA,,estimate_only,1,1,0,0,0
tothemaonline.com,Third country,CY,,estimate_only,1,1,0,0,0
travelandleisure.com,Third country,US,,estimate_only,1,1,0,0,0
traveldailymedia.com,Third country,UK,,estimate_only,1,1,0,0,0
traveldailynews.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
travelweekly.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,1
tribdem.com,Third country,US,,estimate_only,1,1,0,0,1
tribune.com.pk,Third country,PK,PK,estimate_domain_agree,1,1,0,0,0
tribuneindia.com,Third country,IN,,estimate_only,1,1,0,0,1
trud-ost.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
tspr.org,Third country,US,,estimate_only,1,1,0,0,0
tucsonsentinel.com,Third country,US,,estimate_only,1,1,0,0,1
turkiyegazetesi.com.tr,Third country,TU,TU,estimate_domain_agree,1,1,0,0,0
tvanouvelles.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,0
tvxs.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
twincities.com,Third country,US,,estimate_only,1,1,0,0,0
tyden.cz,Third country,EZ,EZ,estimate_domain_agree,1,1,0,0,0
typosthes.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
tyrepress.com,Third country,UK,,estimate_only,1,1,1,1,1
udn.com,Third country,TW,,estimate_only,1,1,0,0,0
ultimasnoticias.com.ve,Third country,VE,VE,estimate_domain_agree,1,1,0,0,0
un.org,Third country,SY,,estimate_only,1,1,0,0,1
unc.edu,Third country,US,,estimate_only,1,1,0,0,1
undercurrentnews.com,Third country,US,,estimate_only,1,1,0,0,0
unn.ua,Third country,,UP,domain_only,1,1,0,0,0
upenn.edu,Third country,US,,estimate_only,1,1,0,0,1
upr.org,Third country,US,,estimate_only,1,1,0,0,0
velvet.hu,Third country,HU,HU,estimate_domain_agree,1,1,0,0,0
vernonmorningstar.com,Third country,CA,,estimate_only,1,1,0,0,1
vesti.ru,Third country,RS,RS,estimate_domain_agree,1,1,0,0,0
vg.hu,Third country,HU,HU,estimate_domain_agree,1,1,0,0,0
vicnews.com,Third country,CA,,estimate_only,1,1,0,0,1
vnewsbd.com,Third country,BG,,estimate_only,1,1,0,0,0
voakorea.com,Third country,KS,,estimate_only,1,1,0,0,0
voazimbabwe.com,Third country,ZI,,estimate_only,1,1,0,0,1
vol.at,Third country,AU,AU,estimate_domain_agree,1,1,0,0,0
volcanocafe.org,Third country,IC,,estimate_only,1,1,0,0,1
voria.gr,Third country,GR,GR,estimate_domain_agree,1,1,0,0,0
vozdeamerica.com,Third country,US,,estimate_only,1,1,0,0,0
vozpopuli.com,Third country,SP,,estimate_only,1,1,0,0,0
wacotrib.com,Third country,US,,estimate_only,1,1,0,0,1
wandsworthguardian.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
warringtonguardian.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
washingtoninformer.com,Third country,US,,estimate_only,1,1,0,0,0
washtimesherald.com,Third country,US,,estimate_only,1,1,0,0,1
watfordobserver.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
watoday.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
watson.ch,Third country,SZ,SZ,estimate_domain_agree,1,1,0,0,0
wbaa.org,Third country,US,,estimate_only,1,1,0,0,0
wbco.com,Third country,US,,estimate_only,1,1,0,0,1
wboi.org,Third country,US,,estimate_only,1,1,0,0,0
wcfcourier.com,Third country,US,,estimate_only,1,1,0,0,1
wcsufm.org,Third country,US,,estimate_only,1,1,0,0,0
wdbr.com,Third country,US,,estimate_only,1,1,0,0,1
wdel.com,Third country,US,,estimate_only,1,1,0,0,1
wdio.com,Third country,US,,estimate_only,1,1,0,0,1
wdiy.org,Third country,US,,estimate_only,1,1,0,0,0
wdrb.com,Third country,US,,estimate_only,1,1,0,0,1
weatherforddemocrat.com,Third country,US,,estimate_only,1,1,0,0,1
webindia123.com,Third country,IN,,estimate_only,1,1,0,0,0
webwire.com,Third country,US,,estimate_only,1,1,0,0,0
weeklyblitz.net,Third country,IS,,estimate_only,1,1,0,0,1
weeklyworker.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,0
wellandtribune.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
wellingtontimes.com.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,0
weny.com,Third country,US,,estimate_only,1,1,0,0,1
westerlynews.ca,Third country,CA,CA,estimate_domain_agree,1,1,0,0,1
westernpeople.ie,Third country,EI,EI,estimate_domain_agree,1,1,0,0,0
wfin.com,Third country,US,,estimate_only,1,1,0,0,1
wharfedaleobserver.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
whec.com,Third country,US,,estimate_only,1,1,0,0,1
whio.com,Third country,US,,estimate_only,1,1,0,0,1
whittierdailynews.com,Third country,US,,estimate_only,1,1,0,0,0
whmp.com,Third country,US,,estimate_only,1,1,0,0,1
whtimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
wilsoncenter.org,Third country,US,,estimate_only,1,1,0,0,0
wiltsglosstandard.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
wiltshiretimes.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
wimbledonguardian.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
windermeresun.com,Third country,US,,estimate_only,1,1,0,0,0
wingsmagazine.com,Third country,CA,,estimate_only,1,1,0,0,1
wirralglobe.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
wirtualnemedia.pl,Third country,PL,PL,estimate_domain_agree,1,1,0,0,0
witneygazette.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
wkms.org,Third country,US,,estimate_only,1,1,0,0,0
wkne.com,Third country,US,,estimate_only,1,1,0,0,1
wknofm.org,Third country,US,,estimate_only,1,1,0,0,0
wkyufm.org,Third country,US,,estimate_only,1,1,0,0,0
wlrh.org,Third country,US,,estimate_only,1,1,0,0,0
wlrn.org,Third country,US,,estimate_only,1,1,0,0,0
wltribune.com,Third country,CA,,estimate_only,1,1,0,0,1
wmuk.org,Third country,US,,estimate_only,1,1,0,0,0
wn.com,Third country,US,,estimate_only,1,1,1,1,1
wndu.com,Third country,US,,estimate_only,1,1,0,0,1
wnewsj.com,Third country,US,,estimate_only,1,1,0,0,1
wnp.pl,Third country,PL,PL,estimate_domain_agree,1,1,0,0,0
wordpress.com,Third country,US,,estimate_only,1,1,0,0,0
worldcement.com,Third country,US,,estimate_only,1,1,0,0,1
worldfoodprize.org,Third country,US,,estimate_only,1,1,0,0,1
worth.com,Third country,US,,estimate_only,1,1,0,0,1
wprl.org,Third country,US,,estimate_only,1,1,0,0,0
wpsdlocal6.com,Third country,US,,estimate_only,1,1,0,0,0
wqcs.org,Third country,US,,estimate_only,1,1,0,0,0
wqel.com,Third country,US,,estimate_only,1,1,0,0,1
wral.com,Third country,US,,estimate_only,1,1,0,0,0
wrkf.org,Third country,US,,estimate_only,1,1,0,0,0
wrsi.com,Third country,US,,estimate_only,1,1,0,0,1
wrvo.org,Third country,US,,estimate_only,1,1,0,0,0
wsbtv.com,Third country,US,,estimate_only,1,1,0,0,1
wsfa.com,Third country,US,,estimate_only,1,1,0,0,1
wsiu.org,Third country,US,,estimate_only,1,1,0,0,0
wsvn.com,Third country,US,,estimate_only,1,1,0,0,1
wuft.org,Third country,US,,estimate_only,1,1,0,0,0
wuky.org,Third country,US,,estimate_only,1,1,0,0,0
wusf.org,Third country,US,,estimate_only,1,1,0,0,0
wutc.org,Third country,US,,estimate_only,1,1,0,0,0
wuwf.org,Third country,US,,estimate_only,1,1,0,0,0
wvasfm.org,Third country,US,,estimate_only,1,1,0,0,0
wvgazettemail.com,Third country,US,,estimate_only,1,1,0,0,1
wvik.org,Third country,US,,estimate_only,1,1,0,0,0
wvnews.com,Third country,US,,estimate_only,1,1,0,0,1
wvtf.org,Third country,US,,estimate_only,1,1,0,0,0
wvxu.org,Third country,US,,estimate_only,1,1,0,0,0
www.gov.za,Third country,SF,SF,estimate_domain_agree,1,1,0,0,0
wxxinews.org,Third country,US,,estimate_only,1,1,0,0,0
wyomingnews.com,Third country,US,,estimate_only,1,1,0,0,0
wyomingpublicmedia.org,Third country,US,,estimate_only,1,1,0,0,0
wypr.org,Third country,US,,estimate_only,1,1,0,0,0
wyso.org,Third country,US,,estimate_only,1,1,0,0,0
wysu.org,Third country,US,,estimate_only,1,1,0,0,0
wz.lviv.ua,Third country,UP,UP,estimate_domain_agree,1,1,0,0,0
yen.com.gh,Third country,GH,GH,estimate_domain_agree,1,1,0,0,0
yle.fi,Third country,FI,FI,estimate_domain_agree,1,1,0,0,0
yorkpress.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
yourdemocracy.net.au,Third country,AS,AS,estimate_domain_agree,1,1,0,0,1
yourlocalguardian.co.uk,Third country,UK,UK,estimate_domain_agree,1,1,0,0,1
z955.com,Third country,US,,estimate_only,1,1,0,0,1
zehabesha.com,Third country,ET,,estimate_only,1,1,0,0,0
zonebourse.com,Third country,FR,,estimate_only,1,1,0,0,0
2news.com,Unknown or uncertain,,,unknown,6,6,0,0,6
thetimes.com,Unknown or uncertain,,,unknown,5,5,0,0,1
dailymail.co.uk,Unknown or uncertain,US,UK,conflict,4,4,0,0,3
african.business,Unknown or uncertain,,,unknown,3,3,0,0,0
chinapress.com.my,Unknown or uncertain,CH,MY,conflict,3,3,0,0,0
local3news.com,Unknown or uncertain,,,unknown,3,3,0,0,2
shangbao.com.ph,Unknown or uncertain,CH,RP,conflict,3,3,0,0,1
thestandard.com.hk,Unknown or uncertain,CH,HK,conflict,3,3,0,0,1
wdbo.com,Unknown or uncertain,,,unknown,3,3,0,0,3
arynews.tv,Unknown or uncertain,PK,TV,conflict,2,2,0,0,1
borneobulletin.com.bn,Unknown or uncertain,US,BX,conflict,2,2,0,0,0
businesstimes.com.sg,Unknown or uncertain,CH,SN,conflict,2,2,0,0,1
citizen.digital,Unknown or uncertain,,,unknown,2,2,0,0,1
enanyang.my,Unknown or uncertain,CH,MY,conflict,2,2,0,0,0
epochtimes.com.tw,Unknown or uncertain,CH,TW,conflict,2,2,0,0,0
peopledaily.digital,Unknown or uncertain,,,unknown,2,2,1,1,2
sina.com.hk,Unknown or uncertain,CH,HK,conflict,2,2,1,0,0
zaobao.com.sg,Unknown or uncertain,CH,SN,conflict,2,2,0,0,0
acento.com.do,Unknown or uncertain,US,DR,conflict,1,1,0,0,0
afriquexxi.info,Unknown or uncertain,,,unknown,1,1,0,0,0
alaskasnewssource.com,Unknown or uncertain,,,unknown,1,1,0,0,1
castanetkamloops.net,Unknown or uncertain,,,unknown,1,1,0,0,1
dunyanews.tv,Unknown or uncertain,PK,TV,conflict,1,1,0,0,0
egyptian-gazette.com,Unknown or uncertain,,,unknown,1,1,0,0,1
eju.tv,Unknown or uncertain,BL,TV,conflict,1,1,0,0,0
elcaribe.com.do,Unknown or uncertain,US,DR,conflict,1,1,0,0,0
geo.tv,Unknown or uncertain,PK,TV,conflict,1,1,0,0,0
himara.gr,Unknown or uncertain,AL,GR,conflict,1,1,0,0,0
hkcna.hk,Unknown or uncertain,CH,HK,conflict,1,1,0,0,0
holosameryky.com,Unknown or uncertain,,,unknown,1,1,0,0,1
jacobin.com,Unknown or uncertain,,,unknown,1,1,0,0,0
lbcgroup.tv,Unknown or uncertain,LE,TV,conflict,1,1,0,0,0
macaudailytimes.com.mo,Unknown or uncertain,CH,MC,conflict,1,1,0,0,1
noticiaslatam.lat,Unknown or uncertain,,,unknown,1,1,0,0,0
orientaldaily.com.my,Unknown or uncertain,CH,MY,conflict,1,1,0,0,0
sputnikglobe.com,Unknown or uncertain,,,unknown,1,1,0,0,0
storm.mg,Unknown or uncertain,CH,MA,conflict,1,1,0,0,0
technews.tw,Unknown or uncertain,CH,TW,conflict,1,1,0,0,0
tocka.com.mk,Unknown or uncertain,US,MK,conflict,1,1,0,0,0
todayheadline.co,Unknown or uncertain,US,CO,conflict,1,1,0,0,0
top-channel.tv,Unknown or uncertain,RI,TV,conflict,1,1,0,0,0
travel.com.tw,Unknown or uncertain,US,TW,conflict,1,1,0,0,0
turkhaber.com,Unknown or uncertain,,,unknown,1,1,0,0,0
wesa.fm,Unknown or uncertain,US,FM,conflict,1,1,0,0,0
worldnews.net.ph,Unknown or uncertain,CH,RP,conflict,1,1,0,0,0
